bill_id,title,timeline_history,date_first_reading,date_second_reading,sponsors_full_details,sponsors_names,committee,primary_sponsor_name
a0ec86f5-e5f0-49ca-9418-5a34cc38eaa2,"Constitution of the Federal Republic of Nigeria (Amendment) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Adebayo Olusegun Balogun (APC, Lagos, Constituency: Ibeju Lekki)",Hon Adebayo Olusegun Balogun,Not Yet Referred,Hon Adebayo Olusegun Balogun
a2d256f4-1d9e-44ec-b187-c36119ccbee9,"Constitution of the Federal Republic of Nigeria (Amendment) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Adebayo Olusegun Balogun (APC, Lagos, Constituency: Ibeju Lekki)",Hon Adebayo Olusegun Balogun,Not Yet Referred,Hon Adebayo Olusegun Balogun
424d0678-2cb0-4008-94ff-1d77158b37a5,"Constitution of the Federal Republic of Nigeria (Fifth Alteration) Bill, 2025.",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Patrick Umoh (APC, Akwa Ibom, Constituency: Ikot Ekpene/Essien Udim/ Obot Akara)",Patrick Umoh,Not Yet Referred,Patrick Umoh
faa32b67-0177-4a2a-a3a6-6ed6b5d6018c,Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill 2024,First Reading (House: 2024-07-02) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-02,,"Hon Okpolupm Etteh (PDP, Akwa Ibom, Constituency: Eket/Onna/Esit Eket/Ibeno)",Hon Okpolupm Etteh,Not Yet Referred,Hon Okpolupm Etteh
2dc69c18-c16f-41df-bfe2-8d298578e685,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2024",First Reading (House: 2024-07-09) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-09,,"Hon Solomon T Bob (PDP, Rivers, Constituency: Ahoada West/Ogba Egbema)",Hon Solomon T Bob,Not Yet Referred,Hon Solomon T Bob
32e92625-3d6f-4006-9cc0-eefd83a4ae25,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2024",First Reading (House: 2024-07-09) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-09,,"Hon Eze Nwachukwu Eze (APC, Ebonyi, Constituency: Ebonyi/Ohaukwu)",Hon Eze Nwachukwu Eze,Not Yet Referred,Hon Eze Nwachukwu Eze
a0b262f7-8034-48ae-b888-65690ddc839a,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2024",First Reading (House: 2024-07-02) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-02,,"Hon Offiono Godwin (PDP, Cross River, Constituency: Ogoja/Yala)",Hon Offiono Godwin,Not Yet Referred,Hon Offiono Godwin
a729a5d7-9d4a-46de-8a0c-842266a822a5,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2024",First Reading (House: 2024-07-09) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-09,,"Hon Jesse Okey-Joe Onuakachi (LP, Lagos, Constituency: Oshodi/Isolo II)",Hon Jesse Okey-Joe Onuakachi,Not Yet Referred,Hon Jesse Okey-Joe Onuakachi
b5761e11-225f-4d8d-800f-26bee4ca0979,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2024",First Reading (House: 2024-07-02) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-02,,"Hon Amobi Ogah (LP, Abia, Constituency: Isuikwuato/Umu-Nneochi)",Hon Amobi Ogah,Not Yet Referred,Hon Amobi Ogah
c0022879-ede0-4799-ac3b-e6394b8a1afe,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2024",First Reading (House: 2024-07-09) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-09,,"Hon Mansur Manu Soro (APC, Bauchi, Constituency: Darazo/Gunjuwa)",Hon Mansur Manu Soro,Not Yet Referred,Hon Mansur Manu Soro
c362c1d1-b175-49da-80f5-6326e52f3052,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2024",First Reading (House: 2024-07-09) -> Second Reading (House: 2024-07-18) -> Committee Assignment (House: 2024-07-18) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-09,2024-07-18,"Abdullahi Ibrahim Ali (APC, Kogi, Constituency: Ankpa/Omala/Olamaboro)",Abdullahi Ibrahim Ali,Constitution Review,Abdullahi Ibrahim Ali
ddd117a4-29c9-426c-889a-a34c2934c606,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2024",First Reading (House: 2024-07-02) -> Second Reading (House: 2024-07-11) -> Committee Assignment (House: 2024-07-11) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-02,2024-07-11,"Hon Amobi Ogah (LP, Abia, Constituency: Isuikwuato/Umu-Nneochi)",Hon Amobi Ogah,Constitution Review,Hon Amobi Ogah
e7f942f8-82de-469e-be89-412dfe766d8a,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2024",First Reading (House: 2024-07-09) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-09,,"Hon Mansur Manu Soro (APC, Bauchi, Constituency: Darazo/Gunjuwa); Hon Oluwole Oke (PDP, Osun, Constituency: Obokun/Oriade)",Hon Mansur Manu Soro; Hon Oluwole Oke,Not Yet Referred,Hon Mansur Manu Soro
0238b7b6-ecfb-4ffd-bc25-3ed793e027cb,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",Hon Benjamin Kalu,Not Yet Referred,Hon Benjamin Kalu
27c73f06-1ac6-4767-b46e-4a1634618cb3,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Ahmed Idris Wase (APC, Plateau, Constituency: Wase)",Hon Ahmed Idris Wase,Not Yet Referred,Hon Ahmed Idris Wase
299c54f0-060e-43e1-828a-254911e8c2e4,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Gaza Jonathan Gbefwi (PDP, Nasarawa, Constituency: Keffi/Karu/Kokona); Hon Amobi Ogah (LP, Abia, Constituency: Isuikwuato/Umu-Nneochi); Hon Joshua Gana (PDP, Niger, Constituency: Lavun/Mokwa/Edati); Hon Mansur Manu Soro (APC, Bauchi, Constituency: Darazo/Gunjuwa); Nasiru Shehu (APC, Sokoto, Constituency: Dange-Shuni/Bodinga/Tureta); Hon Julius Ihonvbere (APC, Edo, Constituency: Owan East/Owan West); Kelechi Nwogu (PDP, Rivers, Constituency: Etche/Omuma); Hon Babajimi Adegoke Benson (APC, Lagos, Constituency: Ikorodu); Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",Gaza Jonathan Gbefwi; Hon Amobi Ogah; Hon Joshua Gana; Hon Mansur Manu Soro; Nasiru Shehu; Hon Julius Ihonvbere; Kelechi Nwogu; Hon Babajimi Adegoke Benson; Hon Benjamin Kalu,Not Yet Referred,Gaza Jonathan Gbefwi
4dff098e-57aa-433c-8705-bcd6219d4f4c,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Patrick Umoh (APC, Akwa Ibom, Constituency: Ikot Ekpene/Essien Udim/ Obot Akara)",Patrick Umoh,Not Yet Referred,Patrick Umoh
ce3a7f86-8a0f-4e3e-8776-647784ff74b4,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Osi Kama Nkemkanma (LP, Ebonyi, Constituency: Ivo-Ohaozara/Onicha); Joshua Chinedu Obika (LP, Federal Capital Territory (Fct), Constituency: Municipal/Bwari); Hon Benjamin Kalu (APC, Abia, Constituency: Bende); Hon Muktar Tolani Shagaya (APC, Kwara, Constituency: Ilorin West/Asa); Hon Billy Famous Osawaru (APC, Edo, Constituency: Orhionmwon/Uhunmwonde); Hon David Idris Zacharias (APC, Kogi, Constituency: Idah/Igalamela Odolu/Ibaji/ Ofu); Hon Abdussamad Ibrahim Dasuki (PDP, Sokoto, Constituency: Kebbe/Tambuwal); Hon Ahmadu Usman Jaha (APC, Borno, Constituency: Damboa/Gwoza/Chibok); Hon Moshood Kayode Akiolu (APC, Lagos, Constituency: Lagos Island II)",Hon Osi Kama Nkemkanma; Joshua Chinedu Obika; Hon Benjamin Kalu; Hon Muktar Tolani Shagaya; Hon Billy Famous Osawaru; Hon David Idris Zacharias; Hon Abdussamad Ibrahim Dasuki; Hon Ahmadu Usman Jaha; Hon Moshood Kayode Akiolu,Not Yet Referred,Hon Osi Kama Nkemkanma
48efb4ee-d4d7-402b-a9b5-1738f5c9c2df,"Constitution of the Federal Republic of Nigeria (Sixth Alteration) Bill, 2025.",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",Hon Benjamin Kalu,Not Yet Referred,Hon Benjamin Kalu
68e1207d-d665-4b96-922b-be433904026d,"Constitution of the Federal Republic of Nigeria 1999 (Alteration) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Ayodele Adefiranye (APC, Ondo, Constituency: Ileoluji/Okeigbo/Odigbo)",Hon Ayodele Adefiranye,Not Yet Referred,Hon Ayodele Adefiranye
9e538f50-71d5-454c-9787-32994b01f0a3,"Constitution of the Federal Republic of Nigeria 1999 (Alteration) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Akarachi Etinosa Tosan (APC, Imo, Constituency: Ikeduru/Mbaitoli)",Akarachi Etinosa Tosan,Not Yet Referred,Akarachi Etinosa Tosan
3860456d-b713-4906-97f6-ff2938a90c86,"Constitution of the Federal Republic of Nigeria 1999 (Alteration) Bill, 2025.",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Mukhtar Umar Zakari (NNPP, Kano, Constituency: Tarauni)",Mukhtar Umar Zakari,Not Yet Referred,Mukhtar Umar Zakari
8b06d3ba-9f8d-461f-b1c2-5ae05d8f93de,"Constitution of the Federal Republic of Nigeria 1999 (Fourth Alteration) Bill, 2024",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Akintunde Rotimi (APC, Ekiti, Constituency: Ikole/Oye)",Hon Akintunde Rotimi,Not Yet Referred,Hon Akintunde Rotimi
10fc18e3-b754-4d6d-a148-1773d8b3d6f6,"Constitution of the Federal Republic of Nigeria 1999 (Sixth Alteration) Bill, 2024",First Reading (House: 2024-06-06) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-06-06,,"Hon Aliyu Bappa misau (PDP, Bauchi, Constituency: Misau/Dambam)",Hon Aliyu Bappa misau,Not Yet Referred,Hon Aliyu Bappa misau
6470677f-1b21-4661-974f-9129034226e4,"Constitution of the Federal Republic of Nigeria 1999 (Sixth Alteration) Bill, 2025",First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,"Hon Bamidele Salam (PDP, Osun, Constituency: Ede North/Ede South/ Egbedore/Ejigbo)",Hon Bamidele Salam,Not Yet Referred,Hon Bamidele Salam
799671bf-0309-44da-889d-8a53e3552152,"Constitution of the Federal Republic of Nigeria 1999 (Sixth Alteration) Bill, 2025",First Reading (House: 2025-11-18) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2025-11-18,,"Hon Akintunde Rotimi (APC, Ekiti, Constituency: Ikole/Oye)",Hon Akintunde Rotimi,Not Yet Referred,Hon Akintunde Rotimi
df9cd455-da04-4d9e-9779-4d7c7007844b,"Constitution of the Federal Republic of Nigeria 1999 (Sixth Alteration) Bill, 2025 (HB. 2626)",First Reading (House: 2025-11-18) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2025-11-18,,"Hon Adelegbe Emmanuel Oluwatimehin (APC, Ondo, Constituency: Owo/Ose)",Hon Adelegbe Emmanuel Oluwatimehin,Not Yet Referred,Hon Adelegbe Emmanuel Oluwatimehin
11080387-ac7b-43cd-918c-d880fe37414a,"Constitution of the Federal Republic of Nigeria Act (Alteration) Bill, 2023",First Reading (House: 2023-10-12) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-12,,"Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",Hon Benjamin Kalu,Not Yet Referred,Hon Benjamin Kalu
1389543b-ae7f-45d2-b1b4-9ab86fcfde18,"Constitution of the Federal Republic of Nigeria Act (Alteration) Bill, 2023",First Reading (House: 2023-10-12) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-12,,"Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",Hon Benjamin Kalu,Not Yet Referred,Hon Benjamin Kalu
1fc030f0-3a5b-4b34-93fc-f1238712f149,"Constitution of the Federal Republic of Nigeria Act (Alteration) Bill, 2023",First Reading (House: 2023-10-12) -> Second Reading (House: 2024-02-20) -> Committee Assignment (House: 2024-02-20) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-12,2024-02-20,"Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",Hon Benjamin Kalu,Constitution Review,Hon Benjamin Kalu
24396045-457d-41b8-86e5-3731d4da66c8,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill 2024",First Reading (House: 2024-04-30) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-04-30,,"Hon Solomon T Bob (PDP, Rivers, Constituency: Ahoada West/Ogba Egbema)",Hon Solomon T Bob,Not Yet Referred,Hon Solomon T Bob
244f2fae-dfc6-4037-ad74-852dd184b639,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill 2024",First Reading (House: 2024-04-30) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-04-30,,"Daniel Asama Ago (APC, Plateau, Constituency: Jos North/Bassa)",Daniel Asama Ago,Not Yet Referred,Daniel Asama Ago
4077e3f5-6338-4a5a-a103-23005edcb13b,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill 2024",First Reading (House: 2024-04-30) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-04-30,,"Daniel Asama Ago (APC, Plateau, Constituency: Jos North/Bassa)",Daniel Asama Ago,Not Yet Referred,Daniel Asama Ago
4387a4b1-f2ae-453d-a372-090a3c4bd767,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill 2024",First Reading (House: 2024-04-30) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-04-30,,"Hon Bamidele Salam (PDP, Osun, Constituency: Ede North/Ede South/ Egbedore/Ejigbo)",Hon Bamidele Salam,Not Yet Referred,Hon Bamidele Salam
56351032-a4eb-4b03-a79a-2e9eca89ffe9,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill 2024",First Reading (House: 2024-04-30) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-04-30,,"Hon Bamidele Salam (PDP, Osun, Constituency: Ede North/Ede South/ Egbedore/Ejigbo)",Hon Bamidele Salam,Not Yet Referred,Hon Bamidele Salam
c5aa9a66-2d1a-49ae-b6b3-6edf23566bac,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill 2024",First Reading (House: 2024-04-30) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-04-30,,"Hon Bamidele Salam (PDP, Osun, Constituency: Ede North/Ede South/ Egbedore/Ejigbo)",Hon Bamidele Salam,Not Yet Referred,Hon Bamidele Salam
f1eac958-73c4-4ab5-902c-049bb797bb49,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill 2024",First Reading (House: 2024-07-02) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2024-07-02,,"Hon Paul Nnamchi (LP, Enugu, Constituency: Enugu East/Isi Uzo)",Hon Paul Nnamchi,Not Yet Referred,Hon Paul Nnamchi
04734684-d4d6-4601-9f9b-a5558d7ddaf9,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-10-31) -> Second Reading (House: 2023-05-15) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-31,2023-05-15,"Hon Sesi Whingan (APC, Lagos, Constituency: Badagry)",Hon Sesi Whingan,Not Yet Referred,Hon Sesi Whingan
1a04e672-dd2d-45bf-b06f-e712333bd51b,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-11-09) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-09,,"Hon Mohammed Bello El-Rufai (APC, Kaduna, Constituency: Kaduna North)",Hon Mohammed Bello El-Rufai,Not Yet Referred,Hon Mohammed Bello El-Rufai
22b30f9c-eecf-458d-87b3-f27699788b44,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-11-09) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-09,,"Hon Awaji-inombek Dagomie Abiante (PDP, Rivers, Constituency: Opobo/Nkoro/Andoni)",Hon Awaji-inombek Dagomie Abiante,Not Yet Referred,Hon Awaji-inombek Dagomie Abiante
29872892-07db-4a9a-bf4f-5a170f735e9b,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-07-20) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-20,,"Hon Ugochinyere Onyinye Ikeagwuonu (PDP, Imo, Constituency: Ideato North/Ideato South)",Hon Ugochinyere Onyinye Ikeagwuonu,Not Yet Referred,Hon Ugochinyere Onyinye Ikeagwuonu
30afbf20-d91e-44d7-b5e2-4be1180ce200,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-07-20) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-20,,"Hon Saidu Musa Abdullahi (APC, Niger, Constituency: Bida/Gbako/Katcha)",Hon Saidu Musa Abdullahi,Not Yet Referred,Hon Saidu Musa Abdullahi
3664926a-44d8-4abc-acf2-5fdab6c4f303,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-07-20) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-20,,"Hon Ugochinyere Onyinye Ikeagwuonu (PDP, Imo, Constituency: Ideato North/Ideato South)",Hon Ugochinyere Onyinye Ikeagwuonu,Not Yet Referred,Hon Ugochinyere Onyinye Ikeagwuonu
3871a2c7-b3cd-4760-b335-65653e34f1b9,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-11-09) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-09,,"Akpatason Ohiozojeh Peter (APC, Edo, Constituency: Akoko-Edo)",Akpatason Ohiozojeh Peter,Not Yet Referred,Akpatason Ohiozojeh Peter
3edb61ae-bb17-4498-b007-16e749774834,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-07-27) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-27,,"Hon Saidu Musa Abdullahi (APC, Niger, Constituency: Bida/Gbako/Katcha)",Hon Saidu Musa Abdullahi,Not Yet Referred,Hon Saidu Musa Abdullahi
3f2442a4-111e-436b-be9e-52bd9b19b9d5,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-07-20) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-20,,"Hon Ugochinyere Onyinye Ikeagwuonu (PDP, Imo, Constituency: Ideato North/Ideato South)",Hon Ugochinyere Onyinye Ikeagwuonu,Not Yet Referred,Hon Ugochinyere Onyinye Ikeagwuonu
57a5b75e-219a-42c9-b669-6f29d1f1093f,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-07-20) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-20,,"Hon Ugochinyere Onyinye Ikeagwuonu (PDP, Imo, Constituency: Ideato North/Ideato South)",Hon Ugochinyere Onyinye Ikeagwuonu,Not Yet Referred,Hon Ugochinyere Onyinye Ikeagwuonu
730222ff-cfd7-415d-94ac-51ae9fe8b34e,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-07-20) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-20,,"Hon Saidu Musa Abdullahi (APC, Niger, Constituency: Bida/Gbako/Katcha)",Hon Saidu Musa Abdullahi,Not Yet Referred,Hon Saidu Musa Abdullahi
8ecaca5b-339a-418b-be1e-d4f6f3cd6838,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-11-23) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-23,,"Hon Sada Soli (APC, Katsina, Constituency: Jibia/Kaita)",Hon Sada Soli,Not Yet Referred,Hon Sada Soli
92bcf07a-ae10-4407-9310-57dac97413c7,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-07-06) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-07-06,,"Hon Mohammed Bello El-Rufai (APC, Kaduna, Constituency: Kaduna North)",Hon Mohammed Bello El-Rufai,Not Yet Referred,Hon Mohammed Bello El-Rufai
97abc2d3-2ecf-44c7-a9ce-844e35977513,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-10-31) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-10-31,,"Hon Adewunmi Oriyomi Onanuga (APC, Ogun, Constituency: Ikenne/Sagamu/Remo North)",Hon Adewunmi Oriyomi Onanuga,Not Yet Referred,Hon Adewunmi Oriyomi Onanuga
9afdcf9e-8927-42b1-87df-c62547b33064,"Constitution of the Federal Republic of Nigeria, 1999 (Alteration) Bill, 2023",First Reading (House: 2023-11-28) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),2023-11-28,,"Hon Abdulraheem Olatunji Olawuyi (APC, Kwara, Constituency: Ekiti/Isin/Irepodun/Oke-Ero)",Hon Abdulraheem Olatunji Olawuyi,Not Yet Referred,Hon Abdulraheem Olatunji Olawuyi
