bill_id,bill_number,title,originating_chamber,assembly,category,current_status,current_stage,concurrence,harmonization,is_act,committee,primary_sponsor_name,primary_sponsor_party,primary_sponsor_state,primary_sponsor_constituency,sponsors_names,sponsors_parties,sponsors_states,sponsors_full_details,date_first_reading,date_second_reading,date_committee_report,date_passed,date_assented,days_first_to_second_reading,days_in_committee,total_days_to_passage,timeline_history,bill_analysis,bill_content,pdf_initial_bill,pdf_passed_bill,pdf_signed_act,pdf_committee_report,date_created,date_updated
07e0d807-a976-4eb9-a888-ed38b5146ec0,SB 533,"FCT Satellite Towns Development Commission Bill, 2024",SENATE,10th Assembly,Rural Development,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,FCT,"Sen. Aliu, Wadada Ahmed",APC,Nasarawa,,"Sen. Aliu, Wadada Ahmed",APC,Nasarawa,"Sen. Aliu, Wadada Ahmed (APC, Nasarawa)",2024-10-22,2024-11-27,2024-11-27,,,36,0,,First Reading (Senate: 2024-10-22) -> Second Reading (Senate: 2024-11-27) -> Committee Assignment (Senate: 2024-11-27) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-01-23T09:23:00.000000Z,2025-01-23T09:23:00.000000Z
97b8193d-ea3e-4c05-a79e-797b5caf0096,HB 1479,"FCT Signage and Advertisement Agency (Establishment) Bill, 2024",HOUSE,10th Assembly,Signage & Advertisement,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Benjamin Kalu,APC,Abia,Bende,Hon Benjamin Kalu,APC,Abia,"Hon Benjamin Kalu (APC, Abia, Constituency: Bende)",2024-06-06,,,,,,,,First Reading (House: 2024-06-06) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-08-05T13:56:40.000000Z,2025-08-05T13:56:40.000000Z
beb60146-3973-43bc-b7f4-5a9b0434a9da,SB 559,"FCT Supplementary Appropriation Bill, 2024",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,FCT Area Council and Ancillary Matters,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2024-09-25,2024-09-25,2024-09-25,2024-09-26,,0,0,1,First Reading (Senate: 2024-09-25) -> Second Reading (Senate: 2024-09-25) -> Committee Assignment (Senate: 2024-09-25) -> Report (Senate: 2024-09-26) -> Third Reading/Concurrence (Senate: 2024-09-26) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-01-23T10:02:38.000000Z,2025-01-23T10:02:38.000000Z
d3b07409-b451-431d-b051-bb39c36c559b,SB 456,"FCT Supplementary Appropriation Bill, 2024",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,FCT,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2024-05-21,2024-06-06,2024-06-06,2024-06-11,,16,0,21,First Reading (Senate: 2024-05-21) -> Second Reading (Senate: 2024-06-06) -> Committee Assignment (Senate: 2024-06-06) -> Report (Senate: 2024-06-11) -> Third Reading/Concurrence (Senate: 2024-06-11) -> Harmonization (Not Started) -> Assent (Not Started),,Also Referred to Committee on FCT Area Council,,,,,2024-08-31T14:31:08.000000Z,2024-08-31T14:31:08.000000Z
a960e190-8767-4e92-be3b-56fe7d770327,HB 1726,"FCT Supplementary Appropriations Bill, 2024",HOUSE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,Third Reading/Concurrence,NOT STARTED,NOT STARTED,No,FCT,Executive,APC,N/A,.,Executive,APC,N/A,"Executive (APC, N/A, Constituency: .)",2024-09-25,2024-09-25,2024-09-25,2024-09-26,,0,0,1,First Reading (House: 2024-09-25) -> Second Reading (House: 2024-09-25) -> Committee Assignment (House: 2024-09-25) -> Report (House: 2024-09-26) -> Third Reading/Concurrence (House: 2024-09-26) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-04-29T15:44:23.000000Z,2025-04-29T15:44:23.000000Z
f5d14347-f65e-4ee6-8afd-db4103faddf0,HB 2623,"FCT Traffic Management Authority (Establishment) Bill, 2025",HOUSE,10th Assembly,Transportation,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Murphy Osaro Omoruyi,LP,Edo,Egor/Ikpoba-Okha,Murphy Osaro Omoruyi,LP,Edo,"Murphy Osaro Omoruyi (LP, Edo, Constituency: Egor/Ikpoba-Okha)",2025-11-18,,,,,,,,First Reading (House: 2025-11-18) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-11-19T09:09:35.000000Z,2025-11-19T09:09:35.000000Z
b5f4b295-40a2-4704-830d-97caa472e19d,HB 390,"FCT University of Science and Technology (Establishment, etc.), Abaji Bill, 2023",HOUSE,10th Assembly,Education,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Gagdi Adamu Yusuf,APC,Plateau,Kanke/Pankshin/Kanam,Hon Gagdi Adamu Yusuf,APC,Plateau,"Hon Gagdi Adamu Yusuf (APC, Plateau, Constituency: Kanke/Pankshin/Kanam)",2023-07-27,,,,,,,,First Reading (House: 2023-07-27) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-08-29T16:17:30.000000Z,2024-08-29T16:17:30.000000Z
c9e232ac-a586-43e0-b3a8-8763d123a301,SB 366.,"Federal Airports Authority (FAA) Act (Amendment) Bill, 2024",SENATE,10th Assembly,Aviation,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Not Yet Referred,"Sen. Aliu, Wadada Ahmed",APC,Nasarawa,,"Sen. Aliu, Wadada Ahmed",APC,Nasarawa,"Sen. Aliu, Wadada Ahmed (APC, Nasarawa)",2024-02-29,,,,,,,,First Reading (Senate: 2024-02-29) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Concurrence (Not Started) -> Assent (Not Started),,,,,,,2024-06-07T11:19:03.000000Z,2024-06-07T12:40:53.000000Z
2cd94c3d-535a-4842-abe9-aba2191761d3,HB 252,"Federal Airports Authority of Nigeria (FAAN) Act (Amendment) Bill, 2023",HOUSE,10th Assembly,Transportation,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Dachung Musa Bagos,PDP,Plateau,Jos South/Jos East,Hon Dachung Musa Bagos,PDP,Plateau,"Hon Dachung Musa Bagos (PDP, Plateau, Constituency: Jos South/Jos East)",2023-07-26,,,,,,,,First Reading (House: 2023-07-26) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1750070632_HB252.pdf,,,,2024-07-02T09:17:26.000000Z,2025-06-16T10:43:52.000000Z
cd7fedb5-6ac7-4eb9-95ba-e56cc3215482,HB 701,"Federal Airports Authority of Nigeria Act (Amendment) Bill, 2023",HOUSE,10th Assembly,Transportation,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Babajimi Adegoke Benson,APC,Lagos,Ikorodu,Hon Babajimi Adegoke Benson,APC,Lagos,"Hon Babajimi Adegoke Benson (APC, Lagos, Constituency: Ikorodu)",2023-10-19,,,,,,,,First Reading (House: 2023-10-19) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-04-22T12:15:19.000000Z,2025-04-22T12:15:19.000000Z
580cac68-e175-4593-b8b3-2e15131eb92c,HB 1882,"Federal Airports Authority of Nigeria Act (Amendment) Bill, 2024.",HOUSE,10th Assembly,Transportation,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Afam Ogene,LP,Anambra,Ogbaru,Afam Ogene,LP,Anambra,"Afam Ogene (LP, Anambra, Constituency: Ogbaru)",,,,,,,,,First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1768920310_HB1882.pdf,,,,2026-01-20T14:45:10.000000Z,2026-01-20T14:45:10.000000Z
ed4c6943-8fe8-44d1-9ecf-2bb3cd21d850,HB 377,"Federal Artificial Intelligence Institute (Establishment) Bill, 2023",HOUSE,10th Assembly,Education,AWAITING ASSENT,Committee Assignment,NOT STARTED,NOT STARTED,No,Federal Polytechnics,Hon Austin Asema Achado,APC,Benue,Gwer East/Gwer West,Hon Austin Asema Achado,APC,Benue,"Hon Austin Asema Achado (APC, Benue, Constituency: Gwer East/Gwer West)",2023-07-27,2024-03-13,2024-03-13,,,230,0,,First Reading (House: 2023-07-27) -> Second Reading (House: 2024-03-13) -> Committee Assignment (House: 2024-03-13) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-08-29T15:31:50.000000Z,2025-03-11T11:14:49.000000Z
3df59c90-ac23-49d5-b780-e4a559d5ae5c,HB 98,"Federal Audit Service Bill, 2023",HOUSE,10th Assembly,Government Operations and Institutions,AWAITING ASSENT,Third Reading/Concurrence,NOT STARTED,NOT STARTED,No,the Whole,Hon Julius Ihonvbere,APC,Edo,Owan East/Owan West,Hon Julius Ihonvbere,APC,Edo,"Hon Julius Ihonvbere (APC, Edo, Constituency: Owan East/Owan West)",2023-07-25,2023-07-25,2023-07-25,2023-10-12,,0,0,79,First Reading (House: 2023-07-25) -> Second Reading (House: 2023-07-25) -> Committee Assignment (House: 2023-07-25) -> Report (House: 2023-10-12) -> Third Reading/Concurrence (House: 2023-10-12) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1747820475_HB98.pdf,,,,2024-06-11T13:33:14.000000Z,2025-05-21T09:41:15.000000Z
7b12d203-1f66-4f4e-98c1-dd040288d50a,HB 893,"Federal Cancer Research and Treatment Centre, Abeokuta, Ogun State (Establishment) Bill, 2023",HOUSE,10th Assembly,Health,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Muktar Tolani Shagaya,APC,Kwara,Ilorin West/Asa,Hon Muktar Tolani Shagaya,APC,Kwara,"Hon Muktar Tolani Shagaya (APC, Kwara, Constituency: Ilorin West/Asa)",2023-11-14,,,,,,,,First Reading (House: 2023-11-14) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-05-27T09:04:47.000000Z,2025-05-27T09:04:47.000000Z
cf44c5d7-cf86-42fe-ba69-33ff7b40553a,HB 553,"Federal Cancer Research and Treatment Centre, Asa, Kwara State (Establishment) Bill, 2023",HOUSE,10th Assembly,Education,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Muktar Tolani Shagaya,APC,Kwara,Ilorin West/Asa,Hon Muktar Tolani Shagaya,APC,Kwara,"Hon Muktar Tolani Shagaya (APC, Kwara, Constituency: Ilorin West/Asa)",2023-10-10,,,,,,,,First Reading (House: 2023-10-10) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-04-10T09:43:07.000000Z,2025-04-10T09:45:24.000000Z
5a5e1474-df54-40af-aac1-9279f97298ff,HB 970,"Federal Cancer Research and Treatment Centre, Bauchi, Bauchi State (Establishment) Bill, 2023",HOUSE,10th Assembly,Research and Statistics,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Muktar Tolani Shagaya,APC,Kwara,Ilorin West/Asa,Hon Muktar Tolani Shagaya,APC,Kwara,"Hon Muktar Tolani Shagaya (APC, Kwara, Constituency: Ilorin West/Asa)",2023-11-23,,,,,,,,First Reading (House: 2023-11-23) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-05-27T15:21:53.000000Z,2025-05-27T15:21:53.000000Z
19e496f6-edcc-4a84-af07-6b76de9b8b99,HB 892,"Federal Cancer Research and Treatment Centre, Calabar, Cross River State (Establishment) Bill, 2023",HOUSE,10th Assembly,Health,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Muktar Tolani Shagaya,APC,Kwara,Ilorin West/Asa,Hon Muktar Tolani Shagaya,APC,Kwara,"Hon Muktar Tolani Shagaya (APC, Kwara, Constituency: Ilorin West/Asa)",2023-11-14,,,,,,,,First Reading (House: 2023-11-14) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-05-27T09:03:42.000000Z,2025-05-27T09:03:42.000000Z
f01eaf69-9a30-4db8-a62a-afa24986ef32,HB 908,"Federal Cancer Research and Treatment Centre, Kaduna, Kaduna State (Establishment) Bill, 2023",HOUSE,10th Assembly,Health,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Muktar Tolani Shagaya,APC,Kwara,Ilorin West/Asa,Hon Muktar Tolani Shagaya,APC,Kwara,"Hon Muktar Tolani Shagaya (APC, Kwara, Constituency: Ilorin West/Asa)",2023-11-16,,,,,,,,First Reading (House: 2023-11-16) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-05-27T09:30:47.000000Z,2025-05-27T09:30:47.000000Z
00778ca3-63e3-4452-a2e6-397720ac3bee,HB 909,"Federal Cancer Research and Treatment Centre, Owerri, Imo State (Establishment) Bill, 2023",HOUSE,10th Assembly,Health,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Muktar Tolani Shagaya,APC,Kwara,Ilorin West/Asa,Hon Muktar Tolani Shagaya,APC,Kwara,"Hon Muktar Tolani Shagaya (APC, Kwara, Constituency: Ilorin West/Asa)",2023-11-16,,,,,,,,First Reading (House: 2023-11-16) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-05-27T09:31:39.000000Z,2025-05-27T09:31:39.000000Z
e608af39-cc1f-45b9-ba3d-3ab4ae41f370,SB 787,"Federal Capital Territory (FCT) Appropriation Bill, 2025",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,FCT Area Council and Ancillary Matters,Sen. Michael Opeyemi Bamidele,APC,Ekiti,,Sen. Michael Opeyemi Bamidele,APC,Ekiti,"Sen. Michael Opeyemi Bamidele (APC, Ekiti)",2025-05-14,2025-05-14,2025-05-14,2025-05-28,,0,0,14,First Reading (Senate: 2025-05-14) -> Second Reading (Senate: 2025-05-14) -> Committee Assignment (Senate: 2025-05-14) -> Report (Senate: 2025-05-28) -> Third Reading/Concurrence (Senate: 2025-05-28) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-11-24T10:01:43.000000Z,2025-11-24T10:01:43.000000Z
11eb3810-3603-43f3-b429-67315ee02401,HB 417,"Federal Capital Territory (FCT) Directorate of Road Traffic and Motor Vehicle Administration Service (DRTMVAS) Bill, 2023",HOUSE,10th Assembly,Transportation,AWAITING ASSENT,Committee Assignment,NOT STARTED,NOT STARTED,No,the Whole,Hon Julius Ihonvbere,APC,Edo,Owan East/Owan West,Hon Julius Ihonvbere,APC,Edo,"Hon Julius Ihonvbere (APC, Edo, Constituency: Owan East/Owan West)",2023-07-27,2023-07-27,2023-07-27,,,0,0,,First Reading (House: 2023-07-27) -> Second Reading (House: 2023-07-27) -> Committee Assignment (House: 2023-07-27) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-08-30T18:01:50.000000Z,2024-08-30T23:31:45.000000Z
5231ae52-acf3-44d2-848d-43c34653ad0d,SB 287,"Federal Capital Territory (FCT) School of Nursing and Midwifery (Establishment) Bill, 2023",SENATE,10th Assembly,Health,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,Not Yet Referred,Sen. Ireti Heebah Kingibe,ADC,Federal Capital Territory (Fct),,Sen. Ireti Heebah Kingibe,ADC,Federal Capital Territory (Fct),"Sen. Ireti Heebah Kingibe (ADC, Federal Capital Territory (Fct))",2023-11-29,,,,,,,,First Reading (Senate: 2023-11-29) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Concurrence (Not Started) -> Assent (Not Started),,,,,,,2024-06-06T14:31:53.000000Z,2024-06-06T14:31:53.000000Z
21e09d4b-1178-4cc0-82d7-0c7fa1605d8c,SB 295,"Federal Capital Territory (FCT) Supplementary Statutory Appropriation Bill, 2023",SENATE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,AWAITING ASSENT,NOT STARTED,NOT STARTED,No,FCT,Sen. Ibrahim Mohammed Bomai,APC,Yobe,,Sen. Ibrahim Mohammed Bomai,APC,Yobe,"Sen. Ibrahim Mohammed Bomai (APC, Yobe)",2023-11-28,2023-11-28,2023-11-28,2023-12-01,,0,0,3,First Reading (Senate: 2023-11-28) -> Second Reading (Senate: 2023-11-28) -> Committee Assignment (Senate: 2023-11-28) -> Report (Senate: 2023-12-01) -> Third Reading/Concurrence (Senate: 2023-12-01) -> Harmonization (Not Started) -> Concurrence (Not Started) -> Assent (Not Started),,,,,,,2024-06-06T16:07:52.000000Z,2024-06-06T16:07:52.000000Z
db98c69e-d705-462e-8421-9a5d0da62e78,HB 378,"Federal Capital Territory Abuja Area Courts Bill, 2023",HOUSE,10th Assembly,Judiciary,AWAITING ASSENT,Third Reading/Concurrence,NOT STARTED,NOT STARTED,No,the Whole,Hon Balele Aminu,APC,Katsina,Dutsin-ma/Kurfi,Hon Balele Aminu,APC,Katsina,"Hon Balele Aminu (APC, Katsina, Constituency: Dutsin-ma/Kurfi)",2023-07-27,2024-02-08,2024-02-08,2024-02-29,,196,0,217,First Reading (House: 2023-07-27) -> Second Reading (House: 2024-02-08) -> Committee Assignment (House: 2024-02-08) -> Report (House: 2024-02-28) -> Third Reading/Concurrence (House: 2024-02-29) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-08-29T15:32:40.000000Z,2025-03-11T11:15:49.000000Z
61b090df-bf70-480b-acec-76c7b0e66709,HB 493,"Federal Capital Territory Act (Amendment) Bill, 2023",HOUSE,10th Assembly,Budget and Expenditure,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Miriam Onuoha,APC,Imo,Isiala Mbano/Okigwe/Onuimo,Hon Miriam Onuoha,APC,Imo,"Hon Miriam Onuoha (APC, Imo, Constituency: Isiala Mbano/Okigwe/Onuimo)",2023-10-03,,,,,,,,First Reading (House: 2023-10-03) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-03-13T13:39:23.000000Z,2025-03-13T13:39:23.000000Z
b3ce4f1e-d4b2-43ea-9a4c-5cef2c47bdb4,HB 2053,"Federal Capital Territory Area Council (Establishment) Bill, 2025",HOUSE,10th Assembly,FCT,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Agbedi Yeitiemone Frederick,PDP,Bayelsa,Sagbama/Ekeremor,Hon Agbedi Yeitiemone Frederick,PDP,Bayelsa,"Hon Agbedi Yeitiemone Frederick (PDP, Bayelsa, Constituency: Sagbama/Ekeremor)",,,,,,,,,First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1769770748_HB2053.pdf,,,,2026-01-30T10:59:08.000000Z,2026-01-30T10:59:08.000000Z
fa27d8d8-897a-4b42-a15d-706668afc0af,HB 64,"Federal Capital Territory Area Councils Audit Bill, 2023",HOUSE,10th Assembly,Government Operations and Institutions,AWAITING ASSENT,Committee Assignment,NOT STARTED,NOT STARTED,No,the Whole,Hon Julius Ihonvbere,APC,Edo,Owan East/Owan West,Hon Julius Ihonvbere,APC,Edo,"Hon Julius Ihonvbere (APC, Edo, Constituency: Owan East/Owan West)",2023-07-25,2023-07-25,2023-07-25,,,0,0,,First Reading (House: 2023-07-25) -> Second Reading (House: 2023-07-25) -> Committee Assignment (House: 2023-07-25) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1769521822_HB64.pdf,,,,2024-06-11T11:54:45.000000Z,2026-01-27T13:50:22.000000Z
325cb35d-376f-4e8f-93ad-ed7ae057e4da,HB 2054,"Federal Capital Territory Area Councils Economic Planning Board (Est.) Bill, 2025",HOUSE,10th Assembly,FCT,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Agbedi Yeitiemone Frederick,PDP,Bayelsa,Sagbama/Ekeremor,Hon Agbedi Yeitiemone Frederick,PDP,Bayelsa,"Hon Agbedi Yeitiemone Frederick (PDP, Bayelsa, Constituency: Sagbama/Ekeremor)",,,,,,,,,First Reading (Not Started) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1769771151_HB2054.pdf,,,,2026-01-30T11:05:51.000000Z,2026-01-30T11:05:51.000000Z
2d0dcbde-a23d-4935-81d4-4adbf6e37698,HB 860,"Federal Capital Territory Border States Development Commission (Establishment) Bill, 2023",HOUSE,10th Assembly,FCT,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Saidu Musa Abdullahi,APC,Niger,Bida/Gbako/Katcha,Hon Saidu Musa Abdullahi,APC,Niger,"Hon Saidu Musa Abdullahi (APC, Niger, Constituency: Bida/Gbako/Katcha)",2023-11-07,,,,,,,,First Reading (House: 2023-11-07) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-05-26T13:55:30.000000Z,2025-05-26T13:55:30.000000Z
491d890d-db42-48d9-aed2-6d37abf73578,HB 2407,"Federal Capital Territory College of Nursing and Midwifery, Gwagwalada (Establishment) Bill, 2025",HOUSE,10th Assembly,Health,AWAITING ASSENT,Committee Assignment,NOT STARTED,NOT STARTED,No,Specialty Healthcare,Joshua Chinedu Obika,LP,Federal Capital Territory (Fct),Municipal/Bwari,Joshua Chinedu Obika,LP,Federal Capital Territory (Fct),"Joshua Chinedu Obika (LP, Federal Capital Territory (Fct), Constituency: Municipal/Bwari)",,2025-11-18,2025-11-18,,,,0,,First Reading (Not Started) -> Second Reading (House: 2025-11-18) -> Committee Assignment (House: 2025-11-18) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2025-11-19T07:08:52.000000Z,2025-11-19T07:08:52.000000Z
a146105d-b275-420b-9765-dc8fb8c25f76,HB 361,"Federal Capital Territory Customary Court Act (Amendment) Bill, 2023",HOUSE,10th Assembly,Judiciary,AWAITING ASSENT,Committee Assignment,NOT STARTED,NOT STARTED,No,the Whole,Hon Balele Aminu,APC,Katsina,Dutsin-ma/Kurfi,Hon Balele Aminu,APC,Katsina,"Hon Balele Aminu (APC, Katsina, Constituency: Dutsin-ma/Kurfi)",2023-07-27,2024-02-08,2024-02-08,,,196,0,,First Reading (House: 2023-07-27) -> Second Reading (House: 2024-02-08) -> Committee Assignment (House: 2024-02-08) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-08-29T14:48:02.000000Z,2025-03-11T11:08:18.000000Z
66cfa60c-3354-4984-aa16-ffce109e0fb6,HB 10,"Federal Capital Territory Education Resource Centre (Establishment) Bill, 2023",HOUSE,10th Assembly,Education,AWAITING ASSENT,First Reading,NOT STARTED,NOT STARTED,No,Not Yet Referred,Hon Adewale Hameed,APC,Lagos,Agege,Hon Adewale Hameed; Hon Ahmed Adamu Saba; Hon Aliyu Wakili Boya; Hon Abubakar Hassan Fulata; Hon Osi Kama Nkemkanma; Hon Benjamin Kalu; Hon Rodney Ebikebina Ambiowei,APC; PDP; LP,Abia; Adamawa; Bayelsa; Lagos; Jigawa; Kwara; Ebonyi,"Hon Adewale Hameed (APC, Lagos, Constituency: Agege); Hon Ahmed Adamu Saba (APC, Kwara, Constituency: Edu/Moro/Pategi); Hon Aliyu Wakili Boya (APC, Adamawa, Constituency: Furore/Song); Hon Abubakar Hassan Fulata (APC, Jigawa, Constituency: Birniwa Guri/Kirikasamma); Hon Osi Kama Nkemkanma (LP, Ebonyi, Constituency: Ivo-Ohaozara/Onicha); Hon Benjamin Kalu (APC, Abia, Constituency: Bende); Hon Rodney Ebikebina Ambiowei (PDP, Bayelsa, Constituency: Southern Ijaw)",2023-07-05,,,,,,,,First Reading (House: 2023-07-05) -> Second Reading (Not Started) -> Committee Assignment (Not Started) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,https://admin.placbillstrack.org/bill-uploads/1725538732_HB10.pdf,,,,2024-06-10T11:11:14.000000Z,2024-09-05T12:18:52.000000Z
4ce106fc-64af-40d1-8b04-9aa89bfd0154,HB 418,"Federal Capital Territory Health Insurance Agency (Establishment) Bill, 2023",HOUSE,10th Assembly,Health,AWAITING ASSENT,Committee Assignment,NOT STARTED,NOT STARTED,No,the Whole,Hon Julius Ihonvbere,APC,Edo,Owan East/Owan West,Hon Julius Ihonvbere,APC,Edo,"Hon Julius Ihonvbere (APC, Edo, Constituency: Owan East/Owan West)",2023-07-27,2023-07-27,2023-07-27,,,0,0,,First Reading (House: 2023-07-27) -> Second Reading (House: 2023-07-27) -> Committee Assignment (House: 2023-07-27) -> Report (Not Started) -> Third Reading/Concurrence (Not Started) -> Harmonization (Not Started) -> Assent (Not Started),,,,,,,2024-08-30T18:02:37.000000Z,2024-08-30T23:32:38.000000Z
